symbol,company_name,isin,parent_sector,parent_sector_id,major_industry,major_industry_id,sub_industry,sub_industry_id,primary_business,classification_confidence,classification_rationale,classification_source,effective_from,effective_to,last_verified,verification_status
GILT5YBEES,GILT5YBEES,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GIRIRAJ,GIRIRAJ,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GJL,GJL,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GLOBALPET,GLOBALPET,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLD1,GOLD1,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLD360,GOLD360,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDADD,GOLDADD,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDAXIS,GOLDAXIS,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDBEES,GOLDBEES,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDBETA,GOLDBETA,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDBND,GOLDBND,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDCASE,GOLDCASE,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDETF,GOLDETF,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDIETF,GOLDIETF,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDKART,GOLDKART,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOLDSTAR,GOLDSTAR,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GOYALSALT,GOYALSALT,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GPECO,GPECO,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GRAPHISAD,GRAPHISAD,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GRCL,GRCL,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GREENCHEF,GREENCHEF,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GREENLEAF,GREENLEAF,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWCAPM,GROWWCAPM,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWCHEM,GROWWCHEM,,CHEMICALS,SEC_CHEMICALS,Basic Organic & Inorganic Chemicals,IND_BASIC_ORGANIC_INORGANIC_CHEMICALS,"Soda Ash, Caustic Soda, Chlorine & Industrial Acids",SUB_SODA_ASH_CAUSTIC_SODA_CHLORINE_INDUSTRIAL_ACIDS,"High-volume basic chemical production including chlor-alkali products, synthetic soda ash and industrial acids.",HIGH,"Classified into Parent Sector 'CHEMICALS' and Major Industry 'Basic Organic & Inorganic Chemicals' (Soda Ash, Caustic Soda, Chlorine & Industrial Acids) based on primary economic business exposure: High-volume basic chemical production including chlor-alkali products, synthetic soda ash and industrial acids.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWDEFNC,GROWWDEFNC,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWEV,GROWWEV,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWGOLD,GROWWGOLD,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWHOSPI,GROWWHOSPI,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWLIQID,GROWWLIQID,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWLOVOL,GROWWLOVOL,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
GROWWMC150,GROWWMC150,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
