parent_sector,parent_sector_id,major_industry,major_industry_id,sub_industry,sub_industry_id
IT SERVICES,SEC_IT_SERVICES,Tier-1 Global IT Services,IND_TIER_1_GLOBAL_IT_SERVICES,Global Enterprise Application Management & Cloud Infrastructure,SUB_GLOBAL_ENTERPRISE_APPLICATION_MANAGEMENT_CLOUD_INFRASTRUCTURE
JEWELLERY,SEC_JEWELLERY,Diamond & Solitaire Jewellery,IND_DIAMOND_SOLITAIRE_JEWELLERY,Diamond Studded Gold Ornaments & Solitaires,SUB_DIAMOND_STUDDED_GOLD_ORNAMENTS_SOLITAIRES
JEWELLERY,SEC_JEWELLERY,Fashion & Gemstone Jewellery,IND_FASHION_GEMSTONE_JEWELLERY,Direct-to-Consumer TV & Online Fashion Jewellery,SUB_DIRECT_TO_CONSUMER_TV_ONLINE_FASHION_JEWELLERY
JEWELLERY,SEC_JEWELLERY,Gold Jewellery Retail & Showrooms,IND_GOLD_JEWELLERY_RETAIL_SHOWROOMS,Branded Regional & Bridal Gold Jewellery Chains,SUB_BRANDED_REGIONAL_BRIDAL_GOLD_JEWELLERY_CHAINS
JEWELLERY,SEC_JEWELLERY,Jewellery Manufacturing & Exports,IND_JEWELLERY_MANUFACTURING_EXPORTS,"Casting, Refining & Wholesale Jewellery Export",SUB_CASTING_REFINING_WHOLESALE_JEWELLERY_EXPORT
LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,3PL Integrated Supply Chain & Surface Transport,IND_3PL_INTEGRATED_SUPPLY_CHAIN_SURFACE_TRANSPORT,Full Truck Load (FTL) Road Haulage & Contract Warehousing,SUB_FULL_TRUCK_LOAD_FTL_ROAD_HAULAGE_CONTRACT_WAREHOUSING
LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,Containerized Rail Freight & Inland Depots,IND_CONTAINERIZED_RAIL_FREIGHT_INLAND_DEPOTS,"Inland Container Depots (ICD), Rail Freight Trains & CFS Hubs",SUB_INLAND_CONTAINER_DEPOTS_ICD_RAIL_FREIGHT_TRAINS_CFS_HUBS
LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,Express Parcel & Air Cargo Delivery,IND_EXPRESS_PARCEL_AIR_CARGO_DELIVERY,"B2B/B2C Express Surface Cargo, Air Courier & E-Commerce Delivery",SUB_B2B_B2C_EXPRESS_SURFACE_CARGO_AIR_COURIER_E_COMMERCE_DELIVERY
MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Film Exhibition & Multiplex Theatres,IND_FILM_EXHIBITION_MULTIPLEX_THEATRES,"Nationwide Digital Multiplex Screens, IMAX Theatres & F&B",SUB_NATIONWIDE_DIGITAL_MULTIPLEX_SCREENS_IMAX_THEATRES_F_B
MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,"Music Label, VFX & Film Content Production",IND_MUSIC_LABEL_VFX_FILM_CONTENT_PRODUCTION,"Recorded Music Copyright Licensing, CGI Animation & Film Production",SUB_RECORDED_MUSIC_COPYRIGHT_LICENSING_CGI_ANIMATION_FILM_PRODUCTION
MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Print Media & Publishing,IND_PRINT_MEDIA_PUBLISHING,"Daily Vernacular Newspapers, Periodicals & Commercial Printing",SUB_DAILY_VERNACULAR_NEWSPAPERS_PERIODICALS_COMMERCIAL_PRINTING
MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & Digital Media,IND_TELEVISION_BROADCASTING_DIGITAL_MEDIA,"Satellite Television Channels, OTT Platforms & News Networks",SUB_SATELLITE_TELEVISION_CHANNELS_OTT_PLATFORMS_NEWS_NETWORKS
METALS & FABRICATION,SEC_METALS_FABRICATION,Precision Metal Fabrication & Structures,IND_PRECISION_METAL_FABRICATION_STRUCTURES,"Custom Heavy Steel Fabrications, Industrial Enclosures & Stampings",SUB_CUSTOM_HEAVY_STEEL_FABRICATIONS_INDUSTRIAL_ENCLOSURES_STAMPINGS
MINING & MINERALS,SEC_MINING_MINERALS,Coal Mining & Extraction,IND_COAL_MINING_EXTRACTION,Open Cast & Underground Thermal/Coking Coal Mining,SUB_OPEN_CAST_UNDERGROUND_THERMAL_COKING_COAL_MINING
MINING & MINERALS,SEC_MINING_MINERALS,Industrial Minerals & Rare Earths,IND_INDUSTRIAL_MINERALS_RARE_EARTHS,"Bauxite, Lignite, Bentonite, Quartz & Industrial Sands",SUB_BAUXITE_LIGNITE_BENTONITE_QUARTZ_INDUSTRIAL_SANDS
MINING & MINERALS,SEC_MINING_MINERALS,Iron Ore & Manganese Mining,IND_IRON_ORE_MANGANESE_MINING,"High-Grade Iron Ore Lumps, Fines & Manganese Pellets",SUB_HIGH_GRADE_IRON_ORE_LUMPS_FINES_MANGANESE_PELLETS
NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL
NBFC & LENDING,SEC_NBFC_LENDING,Diversified Consumer & MSME NBFCs,IND_DIVERSIFIED_CONSUMER_MSME_NBFCS,"Omnichannel Consumer Electronics EMI, Personal & Business Loans",SUB_OMNICHANNEL_CONSUMER_ELECTRONICS_EMI_PERSONAL_BUSINESS_LOANS
NBFC & LENDING,SEC_NBFC_LENDING,Gold Loan NBFCs,IND_GOLD_LOAN_NBFCS,Collateralized Retail Gold Jewellery Loans,SUB_COLLATERALIZED_RETAIL_GOLD_JEWELLERY_LOANS
NBFC & LENDING,SEC_NBFC_LENDING,Housing Finance Companies (HFC),IND_HOUSING_FINANCE_COMPANIES_HFC,Affordable & Prime Retail Home Loans and Construction Credit,SUB_AFFORDABLE_PRIME_RETAIL_HOME_LOANS_AND_CONSTRUCTION_CREDIT
NBFC & LENDING,SEC_NBFC_LENDING,Microfinance Institutions (MFI),IND_MICROFINANCE_INSTITUTIONS_MFI,Joint-Liability Group (JLG) Microcredit & Women Empowerment Loans,SUB_JOINT_LIABILITY_GROUP_JLG_MICROCREDIT_WOMEN_EMPOWERMENT_LOANS
NBFC & LENDING,SEC_NBFC_LENDING,Vehicle Financing NBFCs,IND_VEHICLE_FINANCING_NBFCS,"Commercial Vehicle, Car, Tractor & Construction Equipment Financing",SUB_COMMERCIAL_VEHICLE_CAR_TRACTOR_CONSTRUCTION_EQUIPMENT_FINANCING
OIL & GAS,SEC_OIL_GAS,City Gas Distribution & LNG Terminals,IND_CITY_GAS_DISTRIBUTION_LNG_TERMINALS,"Piped Natural Gas (PNG), Compressed Natural Gas (CNG) & LNG Regasification",SUB_PIPED_NATURAL_GAS_PNG_COMPRESSED_NATURAL_GAS_CNG_LNG_REGASIFICATION
OIL & GAS,SEC_OIL_GAS,Downstream Oil Refining & Marketing (OMC),IND_DOWNSTREAM_OIL_REFINING_MARKETING_OMC,"Crude Distillation, Petrol, Diesel & Jet Fuel Retail Outlets",SUB_CRUDE_DISTILLATION_PETROL_DIESEL_JET_FUEL_RETAIL_OUTLETS
OIL & GAS,SEC_OIL_GAS,Integrated Petrochemicals & Refining,IND_INTEGRATED_PETROCHEMICALS_REFINING,"Mega-Scale Crude Refining, Polymer Cracking & Retail Fuel Distribution",SUB_MEGA_SCALE_CRUDE_REFINING_POLYMER_CRACKING_RETAIL_FUEL_DISTRIBUTION
OIL & GAS,SEC_OIL_GAS,Lubricants & Specialty Industrial Oils,IND_LUBRICANTS_SPECIALTY_INDUSTRIAL_OILS,"Automotive Engine Oils, Industrial Greases & Transformer Oils",SUB_AUTOMOTIVE_ENGINE_OILS_INDUSTRIAL_GREASES_TRANSFORMER_OILS
OIL & GAS,SEC_OIL_GAS,Petrochemical Intermediates & Solvents,IND_PETROCHEMICAL_INTERMEDIATES_SOLVENTS,"Purified Terephthalic Acid (PTA), Benzene & Specialty Solvents",SUB_PURIFIED_TEREPHTHALIC_ACID_PTA_BENZENE_SPECIALTY_SOLVENTS
OIL & GAS,SEC_OIL_GAS,Upstream Oil & Gas Exploration (E&P),IND_UPSTREAM_OIL_GAS_EXPLORATION_E_P,Offshore Deepwater Drilling & Crude Oil/Natural Gas Production,SUB_OFFSHORE_DEEPWATER_DRILLING_CRUDE_OIL_NATURAL_GAS_PRODUCTION
PAINTS & COATINGS,SEC_PAINTS_COATINGS,Adhesives & Construction Chemicals,IND_ADHESIVES_CONSTRUCTION_CHEMICALS,"Polyvinyl Acetate Adhesives, Sealants & Waterproofing",SUB_POLYVINYL_ACETATE_ADHESIVES_SEALANTS_WATERPROOFING
PAINTS & COATINGS,SEC_PAINTS_COATINGS,Decorative & Industrial Paints,IND_DECORATIVE_INDUSTRIAL_PAINTS,"Interior & Exterior Emulsions, Automotive & Industrial Coatings",SUB_INTERIOR_EXTERIOR_EMULSIONS_AUTOMOTIVE_INDUSTRIAL_COATINGS
PAINTS & COATINGS,SEC_PAINTS_COATINGS,Specialty Industrial Coatings,IND_SPECIALTY_INDUSTRIAL_COATINGS,"Protective Marine Coatings, Powder Coatings & Varnishes",SUB_PROTECTIVE_MARINE_COATINGS_POWDER_COATINGS_VARNISHES
PAPER & PACKAGING,SEC_PAPER_PACKAGING,Flexible Packaging & Industrial Containers,IND_FLEXIBLE_PACKAGING_INDUSTRIAL_CONTAINERS,"BOPET/BOPP Packaging Films, Flexible Pouches & FIBC Bulk Bags",SUB_BOPET_BOPP_PACKAGING_FILMS_FLEXIBLE_POUCHES_FIBC_BULK_BAGS
PAPER & PACKAGING,SEC_PAPER_PACKAGING,"Paper, Paperboard & Corrugated Cartons",IND_PAPER_PAPERBOARD_CORRUGATED_CARTONS,"Wood-Free Copier Paper, Multi-Layer Coated Board & Folding Cartons",SUB_WOOD_FREE_COPIER_PAPER_MULTI_LAYER_COATED_BOARD_FOLDING_CARTONS
PHARMACEUTICALS,SEC_PHARMACEUTICALS,API & Bulk Drug Intermediates,IND_API_BULK_DRUG_INTERMEDIATES,Active Pharmaceutical Ingredients & Advanced Synthetic Intermediates,SUB_ACTIVE_PHARMACEUTICAL_INGREDIENTS_ADVANCED_SYNTHETIC_INTERMEDIATES
PHARMACEUTICALS,SEC_PHARMACEUTICALS,Biopharmaceuticals & Biosimilars,IND_BIOPHARMACEUTICALS_BIOSIMILARS,"Recombinant Insulins, Monoclonal Antibodies & Biologics",SUB_RECOMBINANT_INSULINS_MONOCLONAL_ANTIBODIES_BIOLOGICS
PHARMACEUTICALS,SEC_PHARMACEUTICALS,CDMO & Injectable Contract Manufacturing,IND_CDMO_INJECTABLE_CONTRACT_MANUFACTURING,"Contract Research, Clinical Development & Sterile Injectables",SUB_CONTRACT_RESEARCH_CLINICAL_DEVELOPMENT_STERILE_INJECTABLES
PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Dosage Formulations,IND_FINISHED_DOSAGE_FORMULATIONS,"Branded Generic Tablets, Capsules, Syrups & Inhalers",SUB_BRANDED_GENERIC_TABLETS_CAPSULES_SYRUPS_INHALERS
PLASTICS & POLYMERS,SEC_PLASTICS_POLYMERS,Engineered Polymers & Moulded Products,IND_ENGINEERED_POLYMERS_MOULDED_PRODUCTS,"In-Mould Labelled Packaging Containers, Plastic Furniture & Crates",SUB_IN_MOULD_LABELLED_PACKAGING_CONTAINERS_PLASTIC_FURNITURE_CRATES
POWER,SEC_POWER,Power Transmission & Distribution EPC,IND_POWER_TRANSMISSION_DISTRIBUTION_EPC,"Turnkey EHV Substations, Overhead Lines & Integrated Utilities",SUB_TURNKEY_EHV_SUBSTATIONS_OVERHEAD_LINES_INTEGRATED_UTILITIES
POWER,SEC_POWER,Power Transmission Utilities,IND_POWER_TRANSMISSION_UTILITIES,Inter-State Extra High Voltage (EHV) Power Grid Transmission Network,SUB_INTER_STATE_EXTRA_HIGH_VOLTAGE_EHV_POWER_GRID_TRANSMISSION_NETWORK
POWER,SEC_POWER,Regional Thermal & Hydro Generation,IND_REGIONAL_THERMAL_HYDRO_GENERATION,Pit-Head Thermal Power Stations & Run-of-the-River Hydro Projects,SUB_PIT_HEAD_THERMAL_POWER_STATIONS_RUN_OF_THE_RIVER_HYDRO_PROJECTS
PROFESSIONAL & BPO SERVICES,SEC_PROFESSIONAL_BPO_SERVICES,Business Process Management (BPM) & KPO,IND_BUSINESS_PROCESS_MANAGEMENT_BPM_KPO,"Healthcare Revenue Cycle, Customer Experience & Financial Analytics BPM",SUB_HEALTHCARE_REVENUE_CYCLE_CUSTOMER_EXPERIENCE_FINANCIAL_ANALYTICS_BPM
PROFESSIONAL & BPO SERVICES,SEC_PROFESSIONAL_BPO_SERVICES,Consumer Internet & Digital Platforms,IND_CONSUMER_INTERNET_DIGITAL_PLATFORMS,"Hyperlocal Food Delivery, Online B2B Classifieds & E-Commerce",SUB_HYPERLOCAL_FOOD_DELIVERY_ONLINE_B2B_CLASSIFIEDS_E_COMMERCE
PROFESSIONAL & BPO SERVICES,SEC_PROFESSIONAL_BPO_SERVICES,"Staffing, Facility & Security Services",IND_STAFFING_FACILITY_SECURITY_SERVICES,"General & Specialized Staffing, Electronic Security & Facility Management",SUB_GENERAL_SPECIALIZED_STAFFING_ELECTRONIC_SECURITY_FACILITY_MANAGEMENT
RAILWAYS,SEC_RAILWAYS,"Railway EPC, Signaling & Infrastructure",IND_RAILWAY_EPC_SIGNALING_INFRASTRUCTURE,"Track Doubling, Overhead Electrification & Signal Modernization",SUB_TRACK_DOUBLING_OVERHEAD_ELECTRIFICATION_SIGNAL_MODERNIZATION
RAILWAYS,SEC_RAILWAYS,Railway Rolling Stock & Wagons,IND_RAILWAY_ROLLING_STOCK_WAGONS,"Freight Wagons, Vande Bharat Semi-High Speed Trainsets & Metro Coaches",SUB_FREIGHT_WAGONS_VANDE_BHARAT_SEMI_HIGH_SPEED_TRAINSETS_METRO_COACHES
RAILWAYS,SEC_RAILWAYS,Railway Ticketing & Tourism Services,IND_RAILWAY_TICKETING_TOURISM_SERVICES,"Exclusive Online Rail Ticketing, Packaged Tourism & Train Catering",SUB_EXCLUSIVE_ONLINE_RAIL_TICKETING_PACKAGED_TOURISM_TRAIN_CATERING
REAL ESTATE,SEC_REAL_ESTATE,Commercial Real Estate & Retail Malls,IND_COMMERCIAL_REAL_ESTATE_RETAIL_MALLS,"Grade-A Commercial IT Parks, Destination Shopping Malls & Office REITs",SUB_GRADE_A_COMMERCIAL_IT_PARKS_DESTINATION_SHOPPING_MALLS_OFFICE_REITS
REAL ESTATE,SEC_REAL_ESTATE,Residential Real Estate Developers,IND_RESIDENTIAL_REAL_ESTATE_DEVELOPERS,"Luxury, Premium & Affordable Gated Housing Communities",SUB_LUXURY_PREMIUM_AFFORDABLE_GATED_HOUSING_COMMUNITIES
RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Renewable Energy Financing & NBFC,IND_RENEWABLE_ENERGY_FINANCING_NBFC,Non-Banking Financial Institution for Green Energy & Storage Projects,SUB_NON_BANKING_FINANCIAL_INSTITUTION_FOR_GREEN_ENERGY_STORAGE_PROJECTS
RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,"Solar PV Cells, Modules & Solar Glass",IND_SOLAR_PV_CELLS_MODULES_SOLAR_GLASS,"Monocrystalline Solar PV Modules, Bifacial Cells & Solar Glass",SUB_MONOCRYSTALLINE_SOLAR_PV_MODULES_BIFACIAL_CELLS_SOLAR_GLASS
RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Solar Power Generation & Independent Power Producers (IPP),IND_SOLAR_POWER_GENERATION_INDEPENDENT_POWER_PRODUCERS_IPP,Utility-Scale Solar Parks & Rooftop Commercial Solar EPC,SUB_UTILITY_SCALE_SOLAR_PARKS_ROOFTOP_COMMERCIAL_SOLAR_EPC
RENEWABLE ENERGY,SEC_RENEWABLE_ENERGY,Wind Energy Turbines & Wind Farms,IND_WIND_ENERGY_TURBINES_WIND_FARMS,Multi-Megawatt Wind Turbine Generators & Turnkey Wind Farm EPC,SUB_MULTI_MEGAWATT_WIND_TURBINE_GENERATORS_TURNKEY_WIND_FARM_EPC
RETAIL,SEC_RETAIL,Apparel & Department Stores,IND_APPAREL_DEPARTMENT_STORES,"Omnichannel Fashion Retail, Westside/Zudio Chains & Departmental Stores",SUB_OMNICHANNEL_FASHION_RETAIL_WESTSIDE_ZUDIO_CHAINS_DEPARTMENTAL_STORES
RETAIL,SEC_RETAIL,Grocery Supermarket Chains,IND_GROCERY_SUPERMARKET_CHAINS,"Discount Supermarkets, Packaged Groceries & General Merchandise",SUB_DISCOUNT_SUPERMARKETS_PACKAGED_GROCERIES_GENERAL_MERCHANDISE
RETAIL,SEC_RETAIL,Specialty Consumer Retail,IND_SPECIALTY_CONSUMER_RETAIL,"Luxury Watches, Optical, Electronics & Pharmacy Retail Chains",SUB_LUXURY_WATCHES_OPTICAL_ELECTRONICS_PHARMACY_RETAIL_CHAINS
RICE,SEC_RICE,Basmati & Branded Rice Milling,IND_BASMATI_BRANDED_RICE_MILLING,Branded Aged Basmati Rice Packaging & Global Exports,SUB_BRANDED_AGED_BASMATI_RICE_PACKAGING_GLOBAL_EXPORTS
RICE,SEC_RICE,Non-Basmati & Regional Rice Processing,IND_NON_BASMATI_REGIONAL_RICE_PROCESSING,Paddy Procurement & Regional Grain Milling,SUB_PADDY_PROCUREMENT_REGIONAL_GRAIN_MILLING
SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Commercial Ports & Marine Terminals,IND_COMMERCIAL_PORTS_MARINE_TERMINALS,"Deep-Draft Seaports, Container Handling & Multi-Cargo Terminals",SUB_DEEP_DRAFT_SEAPORTS_CONTAINER_HANDLING_MULTI_CARGO_TERMINALS
SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Dredging & Marine Civil Infrastructure,IND_DREDGING_MARINE_CIVIL_INFRASTRUCTURE,"Navigational Channel Dredging, Reclamation & Breakwater EPC",SUB_NAVIGATIONAL_CHANNEL_DREDGING_RECLAMATION_BREAKWATER_EPC
SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Offshore Marine Support Vessels & Ship Logistics,IND_OFFSHORE_MARINE_SUPPORT_VESSELS_SHIP_LOGISTICS,"Anchor Handling Tugs, Platform Supply Vessels & Marine Chartering",SUB_ANCHOR_HANDLING_TUGS_PLATFORM_SUPPLY_VESSELS_MARINE_CHARTERING
STEEL,SEC_STEEL,Primary Integrated Steel Producers,IND_PRIMARY_INTEGRATED_STEEL_PRODUCERS,"Blast Furnace Flat Hot Rolled Coils, Cold Rolled & Long Steel",SUB_BLAST_FURNACE_FLAT_HOT_ROLLED_COILS_COLD_ROLLED_LONG_STEEL
STEEL,SEC_STEEL,Secondary & Sponge Iron Re-Rolling,IND_SECONDARY_SPONGE_IRON_RE_ROLLING,"Sponge Iron, MS Billets, TMT Rebars & Wire Rods",SUB_SPONGE_IRON_MS_BILLETS_TMT_REBARS_WIRE_RODS
STEEL,SEC_STEEL,Stainless Steel & Special Alloys,IND_STAINLESS_STEEL_SPECIAL_ALLOYS,"Stainless Steel Coils, Plates & Critical Defense Alloys",SUB_STAINLESS_STEEL_COILS_PLATES_CRITICAL_DEFENSE_ALLOYS
STEEL,SEC_STEEL,"Steel Pipes, Tubes & Subsea Pipelines",IND_STEEL_PIPES_TUBES_SUBSEA_PIPELINES,"Hollow Structural Sections, Seamless Pipes & SAW Pipes",SUB_HOLLOW_STRUCTURAL_SECTIONS_SEAMLESS_PIPES_SAW_PIPES
SUGAR & BIO-ETHANOL,SEC_SUGAR_BIO_ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,IND_SUGAR_REFINING_BIO_ETHANOL_DISTILLERIES,"Crushed Sugarcane Refining, Fuel Ethanol & Bagasse Cogeneration",SUB_CRUSHED_SUGARCANE_REFINING_FUEL_ETHANOL_BAGASSE_COGENERATION
TEA & COFFEE,SEC_TEA_COFFEE,Tea & Coffee Plantations,IND_TEA_COFFEE_PLANTATIONS,Assam/Darjeeling Orthodox Tea Processing & Arabica Coffee Curing,SUB_ASSAM_DARJEELING_ORTHODOX_TEA_PROCESSING_ARABICA_COFFEE_CURING
TELECOM,SEC_TELECOM,Optical Fiber Cables & Telecom Hardware,IND_OPTICAL_FIBER_CABLES_TELECOM_HARDWARE,"Single-Mode Optical Fiber Preforms, 5G Routers & Telecom EPC",SUB_SINGLE_MODE_OPTICAL_FIBER_PREFORMS_5G_ROUTERS_TELECOM_EPC
TELECOM,SEC_TELECOM,Telecom Network Operators,IND_TELECOM_NETWORK_OPERATORS,"4G/5G Wireless Cellular Voice, Broadband Data & Enterprise Connectivity",SUB_4G_5G_WIRELESS_CELLULAR_VOICE_BROADBAND_DATA_ENTERPRISE_CONNECTIVITY
TELECOM,SEC_TELECOM,Telecom Passive Infrastructure & Towers,IND_TELECOM_PASSIVE_INFRASTRUCTURE_TOWERS,"Shared Telecom Wireless Towers, Power Management & Small Cells",SUB_SHARED_TELECOM_WIRELESS_TOWERS_POWER_MANAGEMENT_SMALL_CELLS
TEXTILES,SEC_TEXTILES,Apparel & Garment Manufacturing,IND_APPAREL_GARMENT_MANUFACTURING,"Woven Shirts, Denim Trousers, Suits & Export Garmenting",SUB_WOVEN_SHIRTS_DENIM_TROUSERS_SUITS_EXPORT_GARMENTING
TEXTILES,SEC_TEXTILES,Branded Innerwear & Knitwear,IND_BRANDED_INNERWEAR_KNITWEAR,"Premium & Economy Innerwear, Athleisure Knits & Vests",SUB_PREMIUM_ECONOMY_INNERWEAR_ATHLEISURE_KNITS_VESTS
TEXTILES,SEC_TEXTILES,Cotton Spinning & Fabric Weaving,IND_COTTON_SPINNING_FABRIC_WEAVING,"Combed Cotton Yarn, Synthetic Blends & Greige Fabric",SUB_COMBED_COTTON_YARN_SYNTHETIC_BLENDS_GREIGE_FABRIC
TEXTILES,SEC_TEXTILES,Home Textiles & Made-Ups,IND_HOME_TEXTILES_MADE_UPS,"Terry Towels, Luxury Bed Linen & Cotton Made-Ups",SUB_TERRY_TOWELS_LUXURY_BED_LINEN_COTTON_MADE_UPS
TYRES & RUBBER,SEC_TYRES_RUBBER,Automotive Tyres,IND_AUTOMOTIVE_TYRES,"Radial Passenger Car, Truck, Bus & 2W Pneumatic Tyres",SUB_RADIAL_PASSENGER_CAR_TRUCK_BUS_2W_PNEUMATIC_TYRES
TYRES & RUBBER,SEC_TYRES_RUBBER,Industrial Rubber Products,IND_INDUSTRIAL_RUBBER_PRODUCTS,"Conveyor Belts, Industrial Hoses & Reclaim Rubber",SUB_CONVEYOR_BELTS_INDUSTRIAL_HOSES_RECLAIM_RUBBER
WATER TREATMENT,SEC_WATER_TREATMENT,Municipal Water EPC & Supply Infrastructure,IND_MUNICIPAL_WATER_EPC_SUPPLY_INFRASTRUCTURE,Bulk Water Transmission Pipelines & Pumping Stations,SUB_BULK_WATER_TRANSMISSION_PIPELINES_PUMPING_STATIONS
WATER TREATMENT,SEC_WATER_TREATMENT,Wastewater & Effluent Treatment EPC,IND_WASTEWATER_EFFLUENT_TREATMENT_EPC,"Industrial ETP, Municipal STP & Zero Liquid Discharge (ZLD)",SUB_INDUSTRIAL_ETP_MUNICIPAL_STP_ZERO_LIQUID_DISCHARGE_ZLD
